DISTANCE_M,ELEVATION_M,NAME
4474.609992,68.1747,Cottonwood Marble Canyon C
4483.893415,67.9881,Cottonwood Marble Canyon C
4493.176838,67.7679,Cottonwood Marble Canyon C
4502.460261,67.2832,Cottonwood Marble Canyon C
4511.743684,66.8688,Cottonwood Marble Canyon C
4521.027108,66.556,Cottonwood Marble Canyon C
4530.310531,66.2407,Cottonwood Marble Canyon C
4539.593954,65.8945,Cottonwood Marble Canyon C
4548.877377,65.5573,Cottonwood Marble Canyon C
4558.160801,65.2635,Cottonwood Marble Canyon C
4567.444224,65.0025,Cottonwood Marble Canyon C
4576.727647,64.7717,Cottonwood Marble Canyon C
4586.01107,64.4603,Cottonwood Marble Canyon C
4595.294493,64.1644,Cottonwood Marble Canyon C
4604.577917,63.9517,Cottonwood Marble Canyon C
4613.86134,63.707,Cottonwood Marble Canyon C
4623.144763,63.407,Cottonwood Marble Canyon C
4632.428186,63.1051,Cottonwood Marble Canyon C
4641.71161,62.8182,Cottonwood Marble Canyon C
4650.995033,62.5276,Cottonwood Marble Canyon C
4660.278456,62.1928,Cottonwood Marble Canyon C
4669.561879,61.8912,Cottonwood Marble Canyon C
4678.845302,61.7285,Cottonwood Marble Canyon C
4688.128726,61.5107,Cottonwood Marble Canyon C
4697.412149,61.257,Cottonwood Marble Canyon C
4706.695572,61.009,Cottonwood Marble Canyon C
4715.978995,60.7615,Cottonwood Marble Canyon C
4725.262419,60.4873,Cottonwood Marble Canyon C
4734.545842,60.1405,Cottonwood Marble Canyon C
4743.829265,59.5467,Cottonwood Marble Canyon C
4753.112688,59.3054,Cottonwood Marble Canyon C
4762.396111,59.1507,Cottonwood Marble Canyon C
4771.679535,59.0193,Cottonwood Marble Canyon C
4780.962958,58.8747,Cottonwood Marble Canyon C
4790.246381,58.6961,Cottonwood Marble Canyon C
4799.529804,58.4706,Cottonwood Marble Canyon C
4808.813228,58.202,Cottonwood Marble Canyon C
4818.096651,57.6732,Cottonwood Marble Canyon C
4827.380074,57.4055,Cottonwood Marble Canyon C
4836.663497,57.1221,Cottonwood Marble Canyon C
4845.94692,56.8879,Cottonwood Marble Canyon C
4855.230344,56.6444,Cottonwood Marble Canyon C
4864.513767,56.4378,Cottonwood Marble Canyon C
4873.79719,56.2422,Cottonwood Marble Canyon C
4883.080613,56.0302,Cottonwood Marble Canyon C
4892.364036,55.8068,Cottonwood Marble Canyon C
4901.64746,55.4156,Cottonwood Marble Canyon C
4910.930883,55.1368,Cottonwood Marble Canyon C
4920.214306,54.912,Cottonwood Marble Canyon C
4929.497729,54.6796,Cottonwood Marble Canyon C
4938.781153,54.4236,Cottonwood Marble Canyon C
4948.064576,54.1739,Cottonwood Marble Canyon C
