DISTANCE_M,ELEVATION_M,NAME
3767.31343,85.5261,Cottonwood Marble Canyon L
3776.592527,84.8364,Cottonwood Marble Canyon L
3785.871624,84.2316,Cottonwood Marble Canyon L
3795.150721,83.9312,Cottonwood Marble Canyon L
3804.429818,83.7295,Cottonwood Marble Canyon L
3813.708915,83.5208,Cottonwood Marble Canyon L
3822.988013,83.2763,Cottonwood Marble Canyon L
3832.26711,82.9836,Cottonwood Marble Canyon L
3841.546207,82.6904,Cottonwood Marble Canyon L
3850.825304,82.3888,Cottonwood Marble Canyon L
3860.104401,81.8865,Cottonwood Marble Canyon L
3869.383498,81.6248,Cottonwood Marble Canyon L
3878.662595,81.3893,Cottonwood Marble Canyon L
3887.941692,81.2022,Cottonwood Marble Canyon L
3897.220789,81.035,Cottonwood Marble Canyon L
3906.499887,80.8998,Cottonwood Marble Canyon L
3915.778984,80.7626,Cottonwood Marble Canyon L
3925.058081,80.6174,Cottonwood Marble Canyon L
3934.337178,80.2886,Cottonwood Marble Canyon L
3943.616275,79.8883,Cottonwood Marble Canyon L
3952.895372,79.5056,Cottonwood Marble Canyon L
3962.174469,79.093,Cottonwood Marble Canyon L
3971.453566,78.6336,Cottonwood Marble Canyon L
3980.732664,78.178,Cottonwood Marble Canyon L
3990.011761,77.8227,Cottonwood Marble Canyon L
3999.290858,77.572,Cottonwood Marble Canyon L
4008.569955,77.2969,Cottonwood Marble Canyon L
4017.849052,76.5294,Cottonwood Marble Canyon L
4027.128149,75.9899,Cottonwood Marble Canyon L
4036.407246,75.3705,Cottonwood Marble Canyon L
4045.686343,74.8454,Cottonwood Marble Canyon L
4054.96544,74.5251,Cottonwood Marble Canyon L
4064.244538,74.2432,Cottonwood Marble Canyon L
4073.523635,73.9202,Cottonwood Marble Canyon L
4082.802732,73.5246,Cottonwood Marble Canyon L
4092.081829,72.8722,Cottonwood Marble Canyon L
4101.360926,71.9652,Cottonwood Marble Canyon L
4110.640023,71.4515,Cottonwood Marble Canyon L
4119.91912,71.1682,Cottonwood Marble Canyon L
4129.198217,70.9313,Cottonwood Marble Canyon L
4138.477315,70.6219,Cottonwood Marble Canyon L
4147.756412,70.3001,Cottonwood Marble Canyon L
4157.035509,69.9711,Cottonwood Marble Canyon L
4166.314606,69.7168,Cottonwood Marble Canyon L
4175.593703,69.2536,Cottonwood Marble Canyon L
4184.8728,68.8993,Cottonwood Marble Canyon L
4194.151897,68.5718,Cottonwood Marble Canyon L
4203.430994,68.2864,Cottonwood Marble Canyon L
4212.710091,68.0759,Cottonwood Marble Canyon L
4221.989189,67.8222,Cottonwood Marble Canyon L
4231.268286,67.5194,Cottonwood Marble Canyon L
4240.547383,67.1801,Cottonwood Marble Canyon L
4249.82648,66.8608,Cottonwood Marble Canyon L
4259.105577,66.4594,Cottonwood Marble Canyon L
4268.384674,65.77,Cottonwood Marble Canyon L
4277.663771,65.4356,Cottonwood Marble Canyon L
4286.942868,65.2708,Cottonwood Marble Canyon L
4296.221966,65.1143,Cottonwood Marble Canyon L
4305.501063,64.9361,Cottonwood Marble Canyon L
4314.78016,64.7056,Cottonwood Marble Canyon L
4324.059257,64.4211,Cottonwood Marble Canyon L
4333.338354,64.1403,Cottonwood Marble Canyon L
4342.617451,63.7225,Cottonwood Marble Canyon L
4351.896548,63.2902,Cottonwood Marble Canyon L
4361.175645,62.9778,Cottonwood Marble Canyon L
4370.454742,62.7046,Cottonwood Marble Canyon L
4379.73384,62.4552,Cottonwood Marble Canyon L
4389.012937,62.2359,Cottonwood Marble Canyon L
4398.292034,62.0547,Cottonwood Marble Canyon L
4407.571131,61.8653,Cottonwood Marble Canyon L
4416.850228,61.6205,Cottonwood Marble Canyon L
4426.129325,61.026,Cottonwood Marble Canyon L
4435.408422,60.7101,Cottonwood Marble Canyon L
4444.687519,60.4122,Cottonwood Marble Canyon L
4453.966617,60.0302,Cottonwood Marble Canyon L
4463.245714,59.6447,Cottonwood Marble Canyon L
4472.524811,59.3152,Cottonwood Marble Canyon L
4481.803908,59.0827,Cottonwood Marble Canyon L
4491.083005,58.8906,Cottonwood Marble Canyon L
4500.362102,58.4876,Cottonwood Marble Canyon L
4509.641199,57.9565,Cottonwood Marble Canyon L
4518.920296,57.6451,Cottonwood Marble Canyon L
4528.199393,57.3415,Cottonwood Marble Canyon L
4537.478491,56.9941,Cottonwood Marble Canyon L
4546.757588,56.5932,Cottonwood Marble Canyon L
4556.036685,56.3371,Cottonwood Marble Canyon L
4565.315782,56.1756,Cottonwood Marble Canyon L
4574.594879,55.9866,Cottonwood Marble Canyon L
4583.873976,55.5056,Cottonwood Marble Canyon L
4593.153073,55.1329,Cottonwood Marble Canyon L
4602.43217,54.8103,Cottonwood Marble Canyon L
4611.711268,54.4663,Cottonwood Marble Canyon L
4620.990365,54.1187,Cottonwood Marble Canyon L
4630.269462,53.7865,Cottonwood Marble Canyon L
4639.548559,53.5263,Cottonwood Marble Canyon L
4648.827656,53.3036,Cottonwood Marble Canyon L
4658.106753,53.0024,Cottonwood Marble Canyon L
4667.38585,52.5169,Cottonwood Marble Canyon L
4676.664947,52.2211,Cottonwood Marble Canyon L
4685.944044,51.9151,Cottonwood Marble Canyon L
4695.223142,51.6215,Cottonwood Marble Canyon L
4704.502239,51.2924,Cottonwood Marble Canyon L
4713.781336,50.9427,Cottonwood Marble Canyon L
4723.060433,50.6441,Cottonwood Marble Canyon L
4732.33953,50.3833,Cottonwood Marble Canyon L
4741.618627,50.0426,Cottonwood Marble Canyon L
4750.897724,49.6491,Cottonwood Marble Canyon L
4760.176821,49.3915,Cottonwood Marble Canyon L
4769.455919,49.1462,Cottonwood Marble Canyon L
4778.735016,48.9012,Cottonwood Marble Canyon L
4788.014113,48.653,Cottonwood Marble Canyon L
4797.29321,48.4023,Cottonwood Marble Canyon L
4806.572307,48.1541,Cottonwood Marble Canyon L
4815.851404,47.909,Cottonwood Marble Canyon L
4825.130501,47.6783,Cottonwood Marble Canyon L
4834.409598,47.3419,Cottonwood Marble Canyon L
4843.688695,47.1463,Cottonwood Marble Canyon L
4852.967793,46.9657,Cottonwood Marble Canyon L
4862.24689,46.7811,Cottonwood Marble Canyon L
4871.525987,46.5828,Cottonwood Marble Canyon L
4880.805084,46.3641,Cottonwood Marble Canyon L
4890.084181,46.1291,Cottonwood Marble Canyon L
4899.363278,45.895,Cottonwood Marble Canyon L
4908.642375,45.5724,Cottonwood Marble Canyon L
4917.921472,45.1783,Cottonwood Marble Canyon L
4927.20057,44.9367,Cottonwood Marble Canyon L
